source,family,seed,sigma,control,L,R,eta,speed_mean,speed_std,speed_max,speed_change_mean_signed,speed_change_mean_abs,speed_change_max_abs,mean_cosine,angle_valid_fraction,efficiency_valid_flag,triangle_excess_mean
frozen_family_A,A,1005,0.0,matched_forward,0.1780155701272054,0.0,0.0,0.1780155701272054,0.06339599703298607,0.24141156716019146,0.0,0.3381119841759257,0.5071679762638885,0.4542714952938858,1.0,1.0,0.5360973031840821
frozen_family_A,A,1005,0.0,matched_folded,0.24141156716019146,0.0,0.0,0.24141156716019146,0.0,0.24141156716019146,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1006,0.0,matched_forward,0.18164475991003168,0.0,0.0,0.18164475991003168,0.03592477205943315,0.21756953196946482,0.0,0.19159878431697677,0.2873981764754652,0.28294312792749543,1.0,1.0,0.5029545734574018
frozen_family_A,A,1006,0.0,matched_folded,0.21756953196946482,0.0,0.0,0.21756953196946482,0.0,0.21756953196946482,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1007,0.0,matched_forward,0.2779585810024183,0.0,0.0,0.2779585810024183,0.027217145006753624,0.3051757260091719,0.0,0.145158106702686,0.217737160054029,0.6833957643045343,1.0,1.0,0.670175518630615
frozen_family_A,A,1007,0.0,matched_folded,0.3051757260091719,0.0,0.0,0.3051757260091719,0.0,0.3051757260091719,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1008,0.0,matched_forward,0.23401579483078855,0.0,0.0,0.23401579483078855,0.03707859154761939,0.27109438637840794,0.0,0.19775248825397007,0.2966287323809551,0.5717291607292952,1.0,1.0,0.6122749177755984
frozen_family_A,A,1008,0.0,matched_folded,0.27109438637840794,0.0,0.0,0.27109438637840794,0.0,0.27109438637840794,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1009,0.0,matched_forward,0.26528577275313114,0.0,0.0,0.26528577275313114,0.04486451306272163,0.31015028581585274,0.0,0.23927740300118203,0.358916104501773,0.6957047517757241,1.0,1.0,0.6664701171355709
frozen_family_A,A,1009,0.0,matched_folded,0.31015028581585274,0.0,0.0,0.31015028581585274,0.0,0.31015028581585274,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1010,0.0,matched_forward,0.24690574189686598,0.0,0.0,0.24690574189686598,0.028745080001707723,0.2756508218985737,0.0,0.1533070933424412,0.2299606400136618,0.06189798511645741,1.0,1.0,0.4392092055494867
frozen_family_A,A,1010,0.0,matched_folded,0.21816066189515826,0.0,0.0,0.21816066189515826,0.0,0.21816066189515826,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1011,0.0,matched_forward,0.1982700246272155,0.0,0.0,0.1982700246272155,0.028718706365740143,0.22698873099295563,0.0,0.1531664339506141,0.22974965092592115,0.44654175348389363,1.0,1.0,0.5641787798049541
frozen_family_A,A,1011,0.0,matched_folded,0.22698873099295563,0.0,0.0,0.22698873099295563,0.0,0.22698873099295563,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1012,0.0,matched_forward,0.15196850846421223,0.0,0.0,0.15196850846421223,0.045917535610878024,0.19788604407509025,0.0,0.24489352325801614,0.3673402848870242,0.411253620469158,1.0,1.0,0.5321239811970968
frozen_family_A,A,1012,0.0,matched_folded,0.19788604407509025,0.0,0.0,0.19788604407509025,0.0,0.19788604407509025,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1013,0.0,matched_forward,0.21243185035264656,0.0,0.0,0.21243185035264656,0.0010949089193022093,0.21352675927194875,0.0,0.00583951423627845,0.008759271354417675,0.05696145450506266,1.0,1.0,0.43933107991709947
frozen_family_A,A,1013,0.0,matched_folded,0.21133694143334433,0.0,0.0,0.21133694143334433,0.0,0.21133694143334433,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1014,0.0,matched_forward,0.2701003060331432,0.0,0.0,0.2701003060331432,0.0033525163522427626,0.273452822385386,0.0,0.0178800872119614,0.0268201308179421,0.6470012361060514,1.0,1.0,0.6569014743784501
frozen_family_A,A,1014,0.0,matched_folded,0.273452822385386,0.0,0.0,0.273452822385386,0.0,0.273452822385386,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1015,0.0,matched_forward,0.2001740808890442,0.0,0.0,0.2001740808890442,0.020362154641838215,0.22053623553088242,0.0,0.10859815808980382,0.16289723713470572,0.09391106075071441,1.0,1.0,0.44908869032730037
frozen_family_A,A,1015,0.0,matched_folded,0.179811926247206,0.0,0.0,0.179811926247206,0.0,0.179811926247206,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1016,0.0,matched_forward,0.22783219791768972,0.0,0.0,0.22783219791768972,0.042669937479410835,0.27050213539710055,0.0,0.2275729998901911,0.3413594998352867,0.2879574030781146,1.0,1.0,0.5054176242994831
frozen_family_A,A,1016,0.0,matched_folded,0.27050213539710055,0.0,0.0,0.27050213539710055,0.0,0.27050213539710055,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1017,0.0,matched_forward,0.26761458900994395,0.0,0.0,0.26761458900994395,0.02787257349495839,0.29548716250490237,0.0,0.14865372530644475,0.22298058795966713,0.6014575298248795,1.0,1.0,0.6309097993327547
frozen_family_A,A,1017,0.0,matched_folded,0.29548716250490237,0.0,0.0,0.29548716250490237,0.0,0.29548716250490237,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1018,0.0,matched_forward,0.16553204660908105,0.0,0.0,0.16553204660908105,0.05738171559745675,0.2229137622065378,0.0,0.30603581651976935,0.459053724779654,0.23626351738516208,1.0,1.0,0.4733176605718408
frozen_family_A,A,1018,0.0,matched_folded,0.2229137622065378,0.0,0.0,0.2229137622065378,0.0,0.2229137622065378,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1019,0.0,matched_forward,0.23760116484678667,0.0,0.0,0.23760116484678667,0.06936355946285987,0.30696472430964655,0.0,0.3699389838019193,0.5549084757028789,0.5437570857238819,1.0,1.0,0.5792892107451281
frozen_family_A,A,1019,0.0,matched_folded,0.30696472430964655,0.0,0.0,0.30696472430964655,0.0,0.30696472430964655,0.0,0.0,0.0,1.0,1.0,1.0,1.0
frozen_family_A,A,1000,0.05,matched_forward,0.10584458091884513,0.03359194361880154,0.3173704626839393,0.10584458091884513,0.012454318946265178,0.12040415873669313,0.0030483432443889993,0.08858162411192343,0.13744495103446863,0.11861207052793238,1.0,1.0,0.33869281433308335
frozen_family_A,A,1000,0.05,matched_folded,0.11436423516553403,0.03359194361880154,0.2937276987878213,0.11436423516553403,0.006664586782609363,0.12449834308988594,0.0030483432443889993,0.04275392295888062,0.059558369571737435,0.3351254756562911,1.0,1.0,0.430323833772051
frozen_family_A,A,1001,0.05,matched_forward,0.1814707635550642,0.06613932587251897,0.3644627078038944,0.1814707635550642,0.018406956734456224,0.2044118231610641,0.0435736755211232,0.09347111208969612,0.11892356398931891,0.02559702314667341,1.0,1.0,0.34857908235117413
frozen_family_A,A,1001,0.05,matched_folded,0.16109141957824152,0.06613932587251897,0.4105701349313353,0.16109141957824152,0.02452835644864453,0.18570028444784925,0.0435736755211232,0.1943794391246011,0.24461472837778536,0.3038007234108779,1.0,1.0,0.41848790883024584
frozen_family_A,A,1002,0.05,matched_forward,0.15164474757408403,0.01803590373529254,0.11893523530369121,0.15164474757408403,0.04816792875275113,0.1987967920868805,-0.10253883686658027,0.1927111799040774,0.43893384870697005,0.10246779057767186,1.0,1.0,0.324632489966606
frozen_family_A,A,1002,0.05,matched_folded,0.1663574743135024,0.01803590373529254,0.10841655182443857,0.1663574743135024,0.032090153067814216,0.1987967920868805,-0.10253883686658027,0.10253883686658027,0.18043297353116805,0.7071179345967457,1.0,1.0,0.6171548550752388
frozen_family_A,A,1003,0.05,matched_forward,0.13655265668418076,0.035640366030562476,0.2610008980857222,0.13655265668418076,0.02155668985032105,0.16475244971839853,0.0750150671233678,0.13767633533382537,0.1600716947465337,0.3227126400822929,1.0,1.0,0.4205778375142697
frozen_family_A,A,1003,0.05,matched_folded,0.1419717972468397,0.035640366030562476,0.2510383521355037,0.1419717972468397,0.023571907712711757,0.16475244971839853,0.0750150671233678,0.0750150671233678,0.12966201888949203,0.5273986085747402,1.0,1.0,0.5227564146744131
frozen_family_A,A,1004,0.05,matched_forward,0.1484761082603742,0.04312338122191678,0.290439867579865,0.1484761082603742,0.023613825995094175,0.1867045725649279,0.08563296156088256,0.08563296156088256,0.165240130898186,0.46673095952918003,1.0,1.0,0.4948602032838345
frozen_family_A,A,1004,0.05,matched_folded,0.1432437065343125,0.04312338122191678,0.30104904616934797,0.1432437065343125,0.029814951909213846,0.1867045725649279,0.08563296156088256,0.11949921635713867,0.17692156194686515,0.4681071329661042,1.0,1.0,0.4862338045411992
frozen_family_A,A,1005,0.05,matched_forward,0.16867223321466918,0.021516588428304867,0.12756449605383893,0.16867223321466918,0.04108523607383589,0.23856424686663075,-0.12120660579110565,0.1590010832755687,0.33434086745805647,0.09754584293607227,1.0,1.0,0.3246522082866645
frozen_family_A,A,1005,0.05,matched_folded,0.16506023628069366,0.021516588428304867,0.13035597738824733,0.16506023628069366,0.04658985170646527,0.23856424686663075,-0.12120660579110565,0.2202382985320875,0.30027699551688647,0.4689710296943566,1.0,1.0,0.48559702181755315
frozen_family_A,A,1006,0.05,matched_forward,0.16431182837915478,0.02719527588744236,0.165510153199004,0.16431182837915478,0.0492360230507147,0.24394527711603398,-0.10727222179782074,0.23991351844112133,0.43153990403819176,0.4780883205309923,1.0,1.0,0.46057873410253825
frozen_family_A,A,1006,0.05,matched_folded,0.1994507937959723,0.02719527588744236,0.13635080297179314,0.1994507937959723,0.02944467279233111,0.24394527711603398,-0.10727222179782074,0.10727222179782074,0.15941880770473738,0.8606798746902347,1.0,1.0,0.7328866126682652
frozen_family_A,A,1007,0.05,matched_forward,0.18870957713436465,0.04210357151996014,0.22311306166502418,0.18870957713436465,0.04678127770921447,0.2430716612626349,-0.13359521851215347,0.3617960970122591,0.40565450413301096,0.6625082282116418,1.0,1.0,0.5347914557929246
frozen_family_A,A,1007,0.05,matched_folded,0.17928407382830092,0.04210357151996014,0.23484278676243395,0.17928407382830092,0.03802548979127544,0.2430716612626349,-0.13359521851215347,0.13359521851215347,0.29913967230344163,0.41984090811254154,1.0,1.0,0.46931852148896747
frozen_family_A,A,1008,0.05,matched_forward,0.11774205190333738,0.03574587849132105,0.3035948322071652,0.11774205190333738,0.03630914248434083,0.17947094050626117,-0.11420713910537413,0.1258200412324165,0.2850000298239723,0.4089437452420728,1.0,1.0,0.4484485269819591
frozen_family_A,A,1008,0.05,matched_folded,0.13607242537044134,0.03574587849132105,0.2626974450849028,0.13607242537044134,0.03214431666205332,0.17947094050626117,-0.11420713910537413,0.11420713910537413,0.12176108910256844,0.7714496558451728,1.0,1.0,0.6603887501492293
frozen_family_A,A,1009,0.05,matched_forward,0.2119467500279178,0.03808522084785759,0.17969240312880938,0.2119467500279178,0.026694041018113828,0.23650422319540107,0.04301582885613442,0.12983995204185197,0.2558839567928032,0.5570479127074656,1.0,1.0,0.5287733704230684
frozen_family_A,A,1009,0.05,matched_folded,0.1952625046478843,0.03808522084785759,0.1950462579415154,0.1952625046478843,0.034585228291863175,0.2476675883345223,0.04301582885613442,0.19675387897565363,0.35965456174768207,0.6995658799887888,1.0,1.0,0.5939199669332362
frozen_family_A,A,1010,0.05,matched_forward,0.18743580325659248,0.03220026807200947,0.1717935821894632,0.18743580325659248,0.0686419143283045,0.30621777211505075,0.2063223142419719,0.22812069098383123,0.6298800511707121,0.2809200526182567,1.0,1.0,0.38105521929777847
frozen_family_A,A,1010,0.05,matched_folded,0.2506302074010919,0.03220026807200947,0.1284772031508489,0.2506302074010919,0.0608190041608691,0.30621777211505075,0.2063223142419719,0.2063223142419719,0.3977148566704378,0.8454549283468982,1.0,1.0,0.7140640170294205
frozen_family_A,A,1011,0.05,matched_forward,0.1588974971732958,0.07532442011152118,0.47404409415820653,0.1588974971732958,0.03984741121951717,0.20183691335218668,-0.002984576523724932,0.28549474548336345,0.4327189830106326,0.4542979658806184,1.0,1.0,0.42839505992312327
frozen_family_A,A,1011,0.05,matched_folded,0.16180900196818113,0.07532442011152118,0.4655143978104094,0.16180900196818113,0.01494442929901836,0.17116717006713084,-0.002984576523724932,0.09086673015095537,0.14077696001202045,0.48767043779902436,1.0,1.0,0.49178198316077
frozen_family_A,A,1012,0.05,matched_forward,0.148605065183258,0.031616534840525456,0.21275543200049285,0.148605065183258,0.043398394988205816,0.2230164040635243,0.015105200890066802,0.27471522201233195,0.38941503168339775,0.722844291491748,1.0,1.0,0.6031644923732661
frozen_family_A,A,1012,0.05,matched_folded,0.11777891285176482,0.031616534840525456,0.2684396898816485,0.11777891285176482,0.008247774225460284,0.12566264614267486,0.015105200890066802,0.06684544182460735,0.07921724569308547,0.4379567631341253,1.0,1.0,0.472512067186954
frozen_family_A,A,1013,0.05,matched_forward,0.15729334628951092,0.03134003595553975,0.19924578308516572,0.15729334628951092,0.014978301569117863,0.1687629117870596,0.0021869267360148013,0.0970439252021222,0.1488462779072055,0.43306049599003443,1.0,1.0,0.47314841122916035
frozen_family_A,A,1013,0.05,matched_folded,0.15385079394734585,0.03134003595553975,0.20370408986167216,0.15385079394734585,0.014787982508101313,0.16524966305636848,0.0021869267360148013,0.09532745592664627,0.1397107937859472,0.679000886432341,1.0,1.0,0.601792807895862
frozen_family_A,A,1014,0.05,matched_forward,0.16759472993428573,0.04260724430634194,0.25422782878106215,0.16759472993428573,0.06141032137515874,0.25884549254067646,-0.22891743988021407,0.22891743988021407,0.34377378211104104,0.565241902578717,1.0,1.0,0.518939973610588
frozen_family_A,A,1014,0.05,matched_folded,0.1681033342312309,0.04260724430634194,0.2534586509017987,0.1681033342312309,0.0630676548660434,0.25884549254067646,-0.22891743988021407,0.22891743988021407,0.28979250352090025,0.687128008803894,1.0,1.0,0.5803552954958319
frozen_family_A,A,1015,0.05,matched_forward,0.1441501537036876,0.02136505768203234,0.1482139084357132,0.1441501537036876,0.02255183057994258,0.17228632466213908,0.021863767802196232,0.13167411965581843,0.17515045481925373,0.759640962508791,1.0,1.0,0.6344245973244312
frozen_family_A,A,1015,0.05,matched_folded,0.12561146518647295,0.02136505768203234,0.170088436197408,0.12561146518647295,0.006531069579548308,0.13110744271703076,0.021863767802196232,0.03180703376399019,0.061876584336766016,0.6530892389608186,1.0,1.0,0.585908269558448
frozen_family_A,A,1016,0.05,matched_forward,0.20774227378952903,0.04610970116414381,0.22195627458501377,0.20774227378952903,0.026510020055991998,0.2467559560709378,-0.09664202737099359,0.14337841085717176,0.2021987048094136,0.5887201183000143,1.0,1.0,0.5488669238462287
frozen_family_A,A,1016,0.05,matched_folded,0.20545395743890435,0.04610970116414381,0.2244283913482436,0.20545395743890435,0.044337350895676385,0.25105805630205746,-0.09664202737099359,0.1735731045280143,0.4053226978485118,0.5427266412324525,1.0,1.0,0.5371955266177928
frozen_family_A,A,1017,0.05,matched_forward,0.1600680327221044,0.01842446297822789,0.11510395089452227,0.1600680327221044,0.031305257133980864,0.20952538748966854,-0.02123646965319344,0.20095526618786977,0.2695781948020145,-0.08432985733118681,1.0,1.0,0.30500815537181397
frozen_family_A,A,1017,0.05,matched_folded,0.12423504531606024,0.01842446297822789,0.14830326604989055,0.12423504531606024,0.018900834130638536,0.1421308387891649,-0.02123646965319344,0.13484636144044584,0.19651906214548653,0.08775296780719832,1.0,1.0,0.3202485241358632
frozen_family_A,A,1018,0.05,matched_forward,0.14824763416190753,0.0386721046385648,0.26086152981253885,0.14824763416190753,0.03984397925341995,0.19784114357260796,-0.09055898941814848,0.20669705207418232,0.4454830124208007,0.03610076296652076,1.0,1.0,0.3307867279458912
frozen_family_A,A,1018,0.05,matched_folded,0.15147963036464385,0.0386721046385648,0.2552957420444767,0.15147963036464385,0.04071773343616854,0.19784114357260796,-0.09055898941814848,0.20642968552905197,0.4454830124208007,0.19446625588465286,1.0,1.0,0.4112222071974787
frozen_family_A,A,1019,0.05,matched_forward,0.21519839227662887,0.04282887540887022,0.19902042462201772,0.21519839227662887,0.045439400828372646,0.290385316707759,0.113052042663549,0.21081861604307509,0.48580598805993613,0.4215197521436858,1.0,1.0,0.4769292092036783
frozen_family_A,A,1019,0.05,matched_folded,0.22680284021463482,0.04282887540887022,0.1888374738532336,0.22680284021463482,0.037322878674205306,0.290385316707759,0.113052042663549,0.13841849198790715,0.3009576939221563,0.5511076928606026,1.0,1.0,0.5567027534986962
aux_family_B,B,1000,0.0,matched_forward,0.6581194028971938,0.0,0.0,0.6581194028971938,0.466946095860166,1.1250654987573598,0.0,2.4903791779208855,3.735568766881328,0.3899739784774545,1.0,1.0,0.43016140951294385
aux_family_B,B,1000,0.0,matched_folded,0.19117330703702784,0.0,0.0,0.19117330703702784,0.0,0.19117330703702784,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aux_family_B,B,1001,0.0,matched_forward,0.5119380068848536,0.0,0.0,0.5119380068848536,0.4152295218794821,0.9271675287643356,0.0,2.2145574500239045,3.3218361750358567,0.36810176586398863,1.0,1.0,0.39630221088281337
aux_family_B,B,1001,0.0,matched_folded,0.09670848500537144,0.0,0.0,0.09670848500537144,0.0,0.09670848500537144,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aux_family_B,B,1002,0.0,matched_forward,0.6525855580099227,0.0,0.0,0.6525855580099227,0.4623823478641479,1.1149679058740705,0.0,2.466039188608789,3.699058782913183,0.3901969163248893,1.0,1.0,0.4304869850965363
aux_family_B,B,1002,0.0,matched_folded,0.19020321014577468,0.0,0.0,0.19020321014577468,0.0,0.19020321014577468,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aux_family_B,B,1003,0.0,matched_forward,0.7340524200605659,0.0,0.0,0.7340524200605659,0.4466360556639807,1.1806884757245466,0.0,2.38205896354123,3.5730884453118454,0.4144770530940174,1.0,1.0,0.4638491550657335
aux_family_B,B,1003,0.0,matched_folded,0.28741636439658524,0.0,0.0,0.28741636439658524,0.0,0.28741636439658524,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aux_family_B,B,1004,0.0,matched_forward,0.6038590407699583,0.0,0.0,0.6038590407699583,0.444451571214031,1.0483106119839893,0.0,2.370408379808165,3.555612569712248,0.384020431773314,1.0,1.0,0.42132708617597947
aux_family_B,B,1004,0.0,matched_folded,0.15940746955592733,0.0,0.0,0.15940746955592733,0.0,0.15940746955592733,0.0,0.0,0.0,1.0,1.0,1.0,1.0
