metric,family,class,sigma,stride,degree,n_seeds,L_mean,L_std,eta_mean,eta_std,speed_mean_mean,speed_mean_std,speed_change_mean_abs_mean,speed_change_mean_abs_std,angle_floor_valid_fraction_mean,angle_floor_valid_fraction_std,q_mean_mean,q_mean_std,floor_e_mean,floor_e_std,efficiency_coverage
exact_scipy,B,return,0.0,2,0,3,1.8717311908529493,0.04867921583928668,0.0,0.0,1.8717311908529493,0.04867921583928668,41.67531334292291,5.597243274500948,0.544973544973545,0.024246432248443573,0.16310043624678802,0.049018898631098116,0.0,0.0,1.0
exact_scipy,B,return,0.0,2,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
exact_scipy,B,return,0.0,4,0,3,1.6574609783294036,0.035424504609346076,0.0,0.0,1.6574609783294036,0.035424504609346076,29.712919921117276,1.5078605057497423,0.5483870967741935,0.03225806451612906,0.17621516718141983,0.07218297150714276,0.0,0.0,1.0
exact_scipy,B,return,0.0,4,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
exact_scipy,B,return,0.05,1,0,3,5.703865264524019,0.3129525946823317,0.005480301662808572,0.001183055087986199,5.703865264524019,0.3129525946823317,312.2384387128223,38.494769276505664,0.005249343832020997,0.009092130223458674,0.43007638699502754,,0.05344460778252064,0.0,0.0
exact_scipy,B,return,0.05,1,1,3,4.47377714512949,0.015060563049266626,0.007327130995358571,0.0021297472730118137,4.47377714512949,0.015060563049266626,154.10531759998563,7.29930778312563,0.0,0.0,,,0.05650591423074903,0.0,0.0
exact_scipy,B,return,0.05,2,0,3,3.403876350171823,0.09069948173988931,0.009209847876237307,0.0021742486555822713,3.403876350171823,0.09069948173988931,79.82332779971456,14.124085708835018,0.0582010582010582,0.024246432248443597,0.12912514647656742,0.0231628300473085,0.052177047198146705,0.0,0.0
exact_scipy,B,return,0.05,2,1,3,2.2374606144548483,0.08369138637352636,0.014573039906279511,0.0038147937885055585,2.2374606144548483,0.08369138637352636,41.36003415694551,3.3721213331507283,0.0,0.0,,,0.05717450186806192,0.0,0.0
exact_scipy,B,return,0.05,4,0,3,2.2297139123900958,0.0629216636691909,0.014058333191277852,0.003322623966730235,2.2297139123900958,0.0629216636691909,36.20053228694615,3.3793683069896936,0.21505376344086022,0.01862420223192341,0.15019919520449043,0.05014932627983984,0.04142585927858325,0.0,0.0
exact_scipy,B,return,0.05,4,1,3,1.1219761111241668,0.034307917450930724,0.029097330066556144,0.00793729841412444,1.1219761111241668,0.034307917450930724,9.684997410814383,0.9813475279373377,0.0,0.0,,,0.06082530705673119,0.0,0.0
